sollen	0.0288183	-0.0197469	-0.064632	-0.00579715	-0.0142971	0.014128	-0.0353171	0.0149959	0.0203978	0.0103716
später	-0.0042787	0.00853968	0.00785744	-0.00777756	0.00681543	0.0120093	0.00600687	-0.00588265	0.0011103	-0.00491209
vom	0.0157352	0.00696112	0.00929372	0.00631724	0.000763473	-0.0134625	0.00494132	0.00133068	0.000328727	-0.00660911
18	0.00571269	-0.00105923	-0.010536	0.0144966	-0.00700429	-0.00546402	-0.00648309	0.00150231	0.0111419	-0.00198189
waren	-0.0189218	0.0193048	0.0300215	-0.00714203	0.0068424	0.0222746	0.0196977	0.00680177	0.00018341	-0.00742219
alten	0.0222973	-0.022371	-0.0390711	-0.012163	-0.0286951	-0.0203866	-0.0110614	0.00824341	0.00120566	-0.00135648
fahrzeug	-0.0183782	0.0112569	0.0408218	0.011986	-7.9056e-05	0.0119452	0.0276172	-0.0185787	-0.0244248	-0.0016756
körperverletzung	0.0110625	-0.0342147	-0.0440774	-0.0109071	-0.0109296	-0.00083571	-0.0348436	0.00628967	0.00839223	0.0183582
ermittelt	-0.0258969	-0.0194322	0.00337564	0.000421861	0.0243752	0.0132155	-0.012538	-0.00543917	-0.00946587	0.0027465
40	0.0040899	-0.000874679	0.0190156	0.0225344	-0.00398235	0.00321393	-0.00565699	-0.00954173	-0.00614708	-0.00719351
räuber	0.0300425	-0.0491802	-0.0712394	-0.0137576	-0.0342657	-0.0280697	-0.0285391	0.0144371	0.0135802	0.0292351
17	-0.00770239	0.0211951	0.0324547	0.0189935	0.0172095	-0.0117129	0.0287764	-0.0153897	-1.26954e-05	0.0109295
überfallen	0.031198	-0.0344607	-0.0684138	-0.00741423	-0.0378369	-0.024312	-0.0206292	0.0143412	0.0155947	0.0140951
habe	0.0183295	-0.0196121	-0.0669719	0.00201649	0.00435702	0.0148207	-0.0215717	0.0103676	0.00874515	-0.0159053
unbekannter	0.0183468	-0.0228958	-0.0809825	-0.0242929	-0.0253699	0.00156061	-0.0354468	0.0120172	0.031022	0.0172949
19	0.0123215	-0.00315519	0.00723121	-0.0179571	-0.00805229	-0.00974304	0.0137666	0.0179634	0.0120533	0.00135541
unbekannten	0.0104703	-0.033485	-0.0735659	-0.00629311	-0.00971488	-0.00983773	-0.0424455	0.00932411	0.0310964	0.0204869
